,kaggle_id,title,keywords
311,2636,The Specialist,"explosive, revenge, explosives expert"
312,2164,Stargate,"space travel, teleportation, uprising, shot to death, androgyny, space western, outer space, timebomb, death of son, nuclear weapons, invented language, hieroglyph, egyptian mythology, egyptology"
313,11395,The Santa Clause,"holiday, christmas party, santa claus, deal, christmas tree, christmas"
314,278,The Shawshank Redemption,"prison, corruption, police brutality, prison cell, delinquent, parole board, escape from prison, wrongful imprisonment, framed for murder, 1940s"
315,9905,Shallow Grave,"roommate, distrust, overdose, grave, suspense, dark comedy, shallow grave"
316,87078,Suture,"amnesia, betrayal, black and white, twins, evil twin, film theory, identity swapping"
317,12527,Strawberry and Chocolate,"gay, cuba, artist, male friendship, havanna, homosexuality, social commentary, student"
318,20306,Swimming with Sharks,independent film
319,36614,The Sum of Us,"gay, father son relationship, sydney, australia, based on play or musical, independent film, breaking the fourth wall, gay son"
320,27993,Senior Trip,
321,31439,To Live,"gambling, china, child abuse, communist, epic"
322,9067,Tank Girl,"destroy, dystopia, reincarnation, desert, artial arts, woman director"
323,9059,Tales from the Crypt: Demon Knight,"prostitute, key, jesus christ, chosen one, god, good vs evil, blood, demon, crypt keeper"
324,193,Star Trek: Generations,"based on tv series, death, exploding planet, mountain cabin, solar system"
325,25066,Tales from the Hood,"prison, child abuse, ku klux klan, police brutality, ghetto, anthology, evil doll, murder, hood, dirty cop, funeral home"
326,46797,Tom & Viv,
327,12122,Village of the Damned,"alien life-form, village, bewusstlosigkeit, alien, pregnancy, doppelganger"
328,11381,Tommy Boy,
329,32636,Vanya on 42nd Street,"independent film, chekhov"
330,36141,The Underneath,"noir, independent film, city"
331,95963,The Walking Dead,"vietnam, jungle, black american"
332,1587,What's Eating Gilbert Grape,"brother brother relationship, mentally disabled, iowa, widow, dysfunctional family, independent film"
333,9271,Virtuosity,"artificial intelligence, android, hologram, computer program, virtual reality, ex-cop, visual effect, police training"
334,2064,While You Were Sleeping,"brother brother relationship, chicago, coma, subway, love of one's life, brother, man of one's dreams, hospital"
335,19855,The War,"vietnam veteran, bullying, child"
336,60855,Double Happiness,"culture clash, immigrant, daughter, interracial romance, mother daughter relationship, dating, father daughter relationship, family, audition, generation gap, woman director, actor"
337,236,Muriel's Wedding,"individual, becoming an adult, dream, return, love of one's life, overweight, province, bathing, olympic games, empowerment, boredom, daughter, friendship"
338,48287,The Baby-Sitters Club,"friends, camp, summer, club, woman director, summer school"
339,3049,Ace Ventura: Pet Detective,"dolphin, mascot, private detective, pets"
340,2759,"The Adventures of Priscilla, Queen of the Desert","gay, drag queen, homophobia, musical, van, australia, transgender, australian aborigine"
341,12635,Backbeat,"red-light disctrict, stuart sutcliffe, boyfriend girlfriend, river elbe, hofner bass guitar, body painting, hamburg germany, photo, reeperbahn"
342,10497,Bitter Moon,"eroticism, wheelchair, married couple, cruise, longing, marriage crisis, paralysis, sadomasochism, voyeurism"
343,11382,Bullets Over Broadway,"lover (female), talent, mafia boss, author"
344,9331,Clear and Present Danger,"assassination, spy, ambush, cia, helicopter, based on novel, usa president, sniper, fbi, colombia, drug traffic, bomber, mission of murder, mercenary, insurgence, coast guard, spying, war, car bomb, drug cartel, conspiracy, shootout, infantry, violence, jack ryan, political cover-up"
345,10731,The Client,"suicide, brother brother relationship, witness protection, principal witness , brother, investigation, search for witnesses, lawyer, gangster"
346,10464,"Corrina, Corrina","loss of mother, daughter, friendship, mute, housekeeper, xenophobia, woman director"
347,34152,Crooklyn,"black people, 1970s, jazz musician, straßenkids, dysfunctional family, independent film, teacher, urban, parenthood"
348,9495,The Crow,"halloween, arson, detroit"
349,29973,Cobb,"baseball, sport, historical figure"
350,888,The Flintstones,"manager, jealousy, bad mother-in-law, adoption, family's daily life, stone age, plan, friendship, best friend, dinosaur"
351,13,Forrest Gump,"vietnam veteran, hippie, mentally disabled, running, based on novel, vietnam, vietnam war, friendship, love, family relationships, bully, mother son relationship, military, hugging, shrimping, wounded soldier, flashback, park bench, amputee"
352,712,Four Weddings and a Funeral,"upper class, love at first sight, wedding vows, marriage proposal, yuppie, love of one's life, lone wolf, snob, witness, bride, bridegroom, bridesmaid, funeral, clumsy fellow, friendship, wedding, gay couple"
353,16295,Higher Learning,"racism, violence, date rape, athletic scholarship, black militant, resentment, school shooting"
354,48992,I Like It Like That,"puerto rican, love, jail, independent film, theft, woman director"
355,10879,I Love Trouble,"newspaper, adversary, reporter, experience"
356,10660,It Could Happen to You,"waitress, cop, lottery ticket, winning lottery"
357,10714,The Jungle Book,"indian lead, tiger, feral child, british, panther, bear, jungle, falling in love"
358,41647,"The Wonderful, Horrible Life of Leni Riefenstahl","nazis, propaganda, artists' life, nazi germany, filmmaker"
359,8587,The Lion King,"loss of parents, wild boar, uncle, shaman, redemption, king, scar, hyena, meerkat"
360,1689,Little Buddha,"buddhist, tibet, reincarnation, buddha, siddhartha, independent film"
361,11596,New Nightmare,"fire, kidnapping, nightmare, earthquake, insomnia, supernatural, celebrity, mascot, alternate dimension, fame, hospital, hollywood, storytelling, alternate reality, self-referential, reboot, film industry, disfigurement, sleepwalking, meta film, dreams, cameos"
362,854,The Mask,"dual identity, bank, mockery, green, balloon, jail cell, norse mythology"
363,9359,Maverick,"poker, mississippi, saloon, ship, native american, on the run, based on tv series, steamboat, attempted robbery, cowboy and outlaw"
364,23333,Mrs. Parker and the Vicious Circle,"new york, alcohol, prohibition, biography, romance, independent film, theater, flashback, 1920s"
365,36593,The Naked Gun 33⅓: The Final Insult,"undercover, spoof, state prison"
366,12280,The Paper,"new york, research, success, tageszeitung, murder"
367,2788,Reality Bites,"roommate, yuppie, generations confilct, camcorder, cohabitant, cabriolet, fictional tv show, unemployed"
368,10427,Red Rock West,"sheriff, wyoming, hitman, bag of money, neo-noir"
369,11011,Ri¢hie Ri¢h,"family, life raft, private airplane, toothbrush, gluttony, magnifying glass, rubber boat"
370,49803,Safe Passage,"mother, pain, marriage, independent film, worrying"
371,8987,The River Wild,"river, robber, boston, bank robber, marriage crisis, hostage-taking, rafting, criminal, white water rafting"
372,1637,Speed,"bomb, airport, bus, bus ride, highway, bomb planting"
373,15128,Speechless,"politics, love, speech writer"
374,8831,Timecop,"martial arts, time travel, science fiction, alternative reality"
375,36955,True Lies,"spy, terrorist, florida, gun, kidnapping, horseback riding, florida keys, secret agent, terrorist plot, top secret, woman with glasses, truth serum, mushroom cloud, jackhammer, special agent, key west"
376,10449,When a Man Loves a Woman,"wife husband relationship, new love, family, alcoholic, therapy"
377,10395,Wolf,"adultery, heal, bite, werewolf"
378,12160,Wyatt Earp,"gunslinger, gambling, sheriff, deputy sheriff, wretch, wyatt earp, historical figure, doc holliday"
379,40480,Bad Company,"cia, judge, blackmail"
380,52038,A Man of No Importance,"gay, dublin, friendship, ireland, theater, middle age, oscar wilde"
381,29444,S.F.W.,"loss of brother, hostage, tv show, media, celebrity, escape, teenage girl, hospital, teenager, masked man, tragic event, popularity, homecoming, tv news"
382,26352,A Low Down Dirty Shame,"fbi, drug crime, violence, drug, private detective, blast"
383,39953,"Boys Life: Three Stories of Love, Lust, and Liberation",
384,41580,Colonel Chabert,
385,315,"Faster, Pussycat! Kill! Kill!","killing, sports car, go-go dancer, eroticism, kidnapping, independent film, b movie, exploitation film"
386,22067,Jason's Lyric,"family relationships, fear, relationship, gospel singer"
387,18242,The Secret Adventures of Tom Thumb,stop motion
388,11667,Street Fighter,"dictator, martial arts, hostage, liberation of hostage, hostage-taking, street fighter, united nations, based on video game"
389,32502,Coldblooded,"hitman, wound, yoga, blood splatter, murder, basement, blood"
390,267188,Desert Winds,
391,28732,Fall Time,"prank, independent film, bank robbery"
392,75555,The Fear,"mannequin, supernatural, b movie, cult film, wood"
393,42981,Frank and Ollie,"film history, animation filmmaking"
394,278939,Girl in the Cadillac,"robbery, bank, cadillac, money, bus station"
395,291731,Homage,"obsession, widow, tragic event, fatal attraction"
396,226229,Mirage,
397,203119,Open Season,"television, satire"
398,172923,Dos Crímenes,
399,316098,Brother Minister: The Assassination of Malcolm X,malcolm x
400,8011,Highlander: The Final Dimension,"japan, new york, scotland, morocco, good and bad"
401,171857,Federal Hill,
402,2654,In the Mouth of Madness,"small town, paranoia, new hampshire, insanity, suspense, h.p. lovecraft, diner, author, disappearance, church, violence, gothic, crucifix, new england, insurance investigator, ghost town, publisher, horror novel"
403,18069,8 Seconds,"rodeo, independent film, cowboy, bull riding"
404,19092,Above the Rim,sport
405,2758,Addams Family Values,"jealousy, baby, brother sister relationship, butler, yuppie, nanny, summer camp, guillotine, uncle"
406,38129,Martin Lawrence: You So Crazy,stand-up comedy
407,10436,The Age of Innocence,"upper class, new york, lover, countess, lawyer, 19th century"
408,13595,Airheads,"radio station, heavy metal, rock band"
409,46094,The Air Up There,sport
410,9409,Another Stakeout,"staatsanwältin, cops, gangster, stakeout, police stakeout"
411,11853,Bad Girls,"female nudity, revenge, wild west, blonde woman, fast draw, tough  girl, gun fu, pistol duel, small western town"
412,16771,Barcelona,"barcelona spain, navy, independent film"
413,46924,Being Human,"success, medieval times, struggle"
414,11041,The Beverly Hillbillies,"arkansas, oil, based on tv series, billionaire, hillbilly, beverly hills, woman director"
415,306,Beverly Hills Cop III,"detective, undercover, security camera, carousel , investigation, weapon, sequel, rescue, counterfeit, shootout, dirty cop, gunfight, los angeles, explosion, violence, foot chase, framed, car chase, secret service, amusement park, roller coaster, beverly hills, buddy comedy"
416,14522,Black Beauty,"horse, country life, woman director"
417,26203,Blink,"killer, blindness"
418,178,Blown Away,"terrorist, boston, fireworks, orchestra, anarchist, concert, computer, revenge, irish, wedding, explosion, violence, roulette wheel, capsized ship, belfast, bomb planting, headphones, flashback, bomb attack, blast, human bomb"
419,19819,Blue Chips,"sport, basketball, drama"
420,57834,Blue Sky,"mental disease, nuclear missile, history, nymphomaniac, dysfunctional marriage, independent film"
421,4722,Body Snatchers,"distrust, military base, remake, alien, escape, soldier, alien invasion, alien infection, sleeping, doppelganger, emotionless"
422,18215,Boxing Helena,"obsession, dream, kidnapping, nudity, suspense, unrequited love, doctor, car accident, obsessive love, woman director, captivity"
